title,text,published,word_count,domain,event_count,good_grammar
BISSNEX at the Forefront of Global Crypto Industry Compliance | dailytimesleader.com | Serving West Point & Clay County Since 1867,"The cryptocurrency exchange BISSNEX has recently completed key market expansion actions and gained increased recognition from the U.S. federal government and financial systems. BISSNEX's acquisition of the U.S. MSB license signals the continuous strengthening of the platform's capabilities and the adjustment of its global market strategy.
Following the challenging progress of Bitcoin and Ethereum ETF proposals, the U.S. has shown rising friendliness towards the crypto industry, supporting cryptocurrency taxation as property. Although their overall attitude towards cryptocurrencies remains cautious, as the industry continues to evolve, governments worldwide are gradually implementing trading and regulatory standards for the crypto industry. The widespread circulation of mainstream cryptocurrencies has made BISSNEX particularly attentive to expanding into the U.S. market.
The International Organization of Securities Commissions (IOSCO) previously released the ""Consultation Report on Policy Recommendations for Crypto-Asset and Digital Asset Markets,"" indicating further progress in global crypto industry regulation standards. Soon after, BISSNEX obtained the Money Services Business (MSB) license from the U.S. Financial Crimes Enforcement Network (FinCEN), a milestone demonstrating BISSNEX's compliance with the highest industry standards in Anti-Money Laundering (AML) and Know Your Customer (KYC) practices. The platform will expand its services with higher compliance standards and strict regulatory requirements.
Since its establishment, BISSNEX has been committed to creating a safe and legal trading environment to ensure the best protection for users' interests and assets. The acquisition of the U.S. MSB license is a significant achievement in BISSNEX's compliance efforts, representing its leading position in trading compliance. The granting of this license requires exchanges to undergo rigorous due diligence to ensure compliance with the highest financial regulatory standards.
In the U.S. states of New York and California, cryptocurrencies are considered legal digital assets. Based on its global market strategy, BISSNEX has strategically established its headquarters in New York, a decision made after careful consideration of the global regulatory environment of cryptocurrencies. The U.S., particularly New York, is known for its stringent regulatory framework, providing a solid foundation for financial business expansion. BISSNEX recognizes the importance of working closely with regulatory authorities to create a safe and sustainable cryptocurrency trading environment.
BISSNEX is positioned at the forefront of compliance in the crypto industry. As a global financial centre, New York offers abundant financial resources and professional talent, providing BISSNEX with ample development opportunities. BISSNEX has also announced plans to expand its compliance team, recruiting various talents specializing in cryptocurrency regulations. This team will work tirelessly to ensure BISSNEX's operations comply with all relevant local and international regulations, providing users with peace of mind during trading. In addition to advancing compliance work, BISSNEX actively collaborates with regulatory bodies and industry associations to stay abreast of the latest developments in the cryptocurrency field.
As the crypto industry continues to evolve, BISSNEX remains firmly committed to operating with the highest compliance and security standards. The acquisition of the MSB license is a clear practice of this commitment, demonstrating BISSNEX's determination to provide a safe and compliant trading environment for its users.
Disclaimer: This press release may contain forward-looking statements. Forward-looking statements describe future expectations, plans, results, or strategies (including product offerings, regulatory plans and business plans) and may change without notice. You are cautioned that such statements are subject to a multitude of risks and uncertainties that could cause future circumstances, events, or results to differ materially from those projected in the forward-looking statements, including the risks that actual results may differ materially from those projected in the forward-looking statements.
Media Contact
Company Name: BISSNEX
Contact Person: Media Relations
Email: Send Email
Country: United States
Website: https://www.bdctp.co
Data & News supplied by www.cloudquote.io
Stock quotes supplied by Barchart
Quotes delayed at least 20 minutes.
By accessing this page, you agree to the following
Privacy Policy and Terms and Conditions .",2023-12-28T02:00:00.000+02:00,623,business,5,True
"Bitcoin SV soars 63% in 24 hours, hits YTD high","- BSV’s price has risen by 63% in the last 24 hours.
- It now trades at its highest price level since the year began.
[Bitcoin SV [BSV]]https://ambcrypto.com/search/bitcoin+sv has surged a staggering 63% in the past 24 hours, reaching its highest price point of the year, data from CoinMarketCap has shown.
This rally comes almost two months after leading cryptocurrency exchange Coinbase
delisted the digital asset.
Most of the price growth began two days ago, climbing from $46 on the 26th of December to exchange hands at $87 at press time, marking its highest value since January 2023.
With the 63% price growth in the past 24 hours, BSV ranked as the crypto asset with the most gains during that period. It was followed by
[Aave [AAVE]]https://ambcrypto.com/search/bitcoin+sv, which recorded a distant 23% uptick within the same timeframe.
AMBCrypto found that BSV’s trading volume totaled $615 million in the last 24 hours, surging by over 600%. According to data from
Santiment, this marks the coin’s highest single-day trading volume since June 2021.
Regarding where the majority of these trades are being executed, crypto analyst Colin Wu, in a post on X (formerly Twitter), noted that 65% of the trading volume has been “concentrated on Upbit, South Korea’s largest exchange.”
Bitcoin SV (BSV), a fork of Bitcoin, has risen 65% in the last 24 hours. 65% of the trading volume is concentrated on Upbit, South Korea's largest exchange, showing that Korean traders are the main driving force. Coinbase previously announced that it would stop supporting BSV on…
pic.twitter.com/11CSMrNYPg
— Wu Blockchain (@WuBlockchain)
December 28, 2023
Demand climbs to multi-month highs
BSV’s Weighted Sentiment, which has been negative for more than seven weeks, turned positive for the first time since November. At press time, the coin’s Weighted Sentiment was pegged at 1.441, per Santiment’s data.
The price surge in the last 24 hours has pushed BSV’s key momentum indicators to multi-month highs, AMBCrypto found.
These indicators observed on a 24-hour chart experienced sharp upticks as BSV traded at its year-to-date high. For example, the values of the coin’s Relative Strength Index (RSI) and Money Flow Index (MFI) were 87.16 and 83.47, respectively.
While these values indicated a significant rise in BSV’s buying pressure in the last 24 hours, it also showed that the market was overheated.
Is your portfolio green? Check out the
BSV Profit Calculator
At these highs, buyers’ exhaustion is common, as market participants often find it challenging to support any further price rally.
Also, when an asset’s value rallies in this manner within a short window period, the price growth frequently lacks any sustainable support. Hence, caution is advised.",2023-12-29T03:00:00.000+02:00,439,business,3,True
hire programmers Secrets,"“For my enterprise to carry on to increase, I must hire the appropriate individuals. ZipRecruiter finds us the best men and women for that task.”
I hired him instantly and he squandered no time in attending to my venture, even going the extra mile by including some fantastic style features that Improved our Over-all appear.
Toptal designed the process easy and handy. Toptal has become the 1st put we try to look for expert-amount help.
Programming is the process of making a suggests of conversation for example code involving the user and a pc to create a software. A professional programmer differs from the coder because they actively think of alternatives to generate A prosperous method prior to starting the whole process of coding.
Adam architects and develops database and BI remedies with no unnecessary complexity that happen to be efficient to produce, may be finished inside of aggressive timelines, and are quick to know, keep, and expand.
Toptal's developers and architects are already each extremely Specialist and straightforward to operate with. The solution they developed was rather priced and leading quality, decreasing our the perfect time to launch. Thanks once again, Toptal.
Having said that, this received’t work for everyone; Individuals who have spent decades while in the marketplace tend to possess a lot of contacts and know people who have earned their rely on. If you're able to’t hire immediately, you will need to get started sourcing somewhere else.
It entirely relies upon upon the applying you desire us to create. Just about every challenge wants unique technicalities, In keeping with which we assign the builders to our clients.
Checked and unchecked exceptions Every have their own pros and cons, so the choice about which to work with largely depends on the situation and context.
Would you expect the new developer being pleased with that? What's going to the remainder of the team Feel – If you're selecting anyone to outrank them, Regardless of their perceived seniority?
Joblane is usually a really feature-wealthy and interactive task portal to permit occupation seekers and employers to uncover fantastic matches for their needs. It isn't just a work-trying
website to hire programmers to get portal but a understanding-sharing portal via its many instructive equipment like…
This may be harder than it sounds, particularly when you would like candidates able to Doing the job in a few various frameworks and languages. There is a great deal to go over.
Claudio can also be a Accredited
hire programmers SharePoint skilled and has labored with outstanding Microsoft hire good programmers clients, assisting them to maximize stability, effectiveness, and value.
We would have liked some brief-time period function in Scala, and Toptal identified us an incredible developer within 24 hours. This basically wouldn't are actually doable by way of every other platform.
hire programmers Secrets
“For my enterprise to carry on to increase, I must hire the appropriate individuals. ZipRecruiter finds us the best men and women for that task.”",2023-12-28T19:02:00.000+02:00,495,technology,3,True
Study finds cell-based therapy to fight cancer,"Pennsylvania, December 28 W istar researchers successfully evaluated a simple intervention that could unlock higher anti-tumour potential in T-cell therapies, a strategy known as ""cell-based therapy,"" which uses specifically tailored T cells to combat cancer. istar researchers successfully evaluated a simple intervention that could unlock higher anti-tumour potential in T-cell therapies, a strategy known as ""cell-based therapy,"" which uses specifically tailored T cells to combat cancer. Dr. Hildegund C.J. Ertl, a professor in The Wistar Institute's Vaccine & Immunotherapy Centre, led the team that demonstrated an exciting concept: that the common cholesterol drug fenofibrate can boost T cells' ability to destroy human tumours, as described in their new paper, ""Treatment with the PPAR agonist fenofibrate improves the efficacy of CD8+ T cell therapy for melanoma,"" CD8+ T cells work very well in fighting liquid tumors, but for solid tumors like melanoma, the cell-based therapy approach can stall due to the physical structure of the cancer. The T cells infiltrate the tumor, but the cancer adapts and saps the T cells' energy by hijacking the form of metabolism that the T cells use: glycolysis, which turns sugar into energy. Without energy, the T cells first lose functions and then die, and the cancer continues to grow. But Dr. Ertl's team has been able to circumvent this problem by forcing T cells to use a different energy source than glucose. They used fenofibrate because, as a cholesterol-lowering compound, the drug is a PPARa agonist. When PPARa is upregulated, cellular metabolism is switched from glycolysis to fatty acid oxidation, or FAO. This mechanism works to improve cholesterol levels in human patients, but for Dr. Ertl's purposes, the fenofibrate-induced switch to FAO provided T cells with a form of energy that cancer couldn't exploit -- which is how Dr. Ertl proved that fenofibrate has been able to boost the killing power of T cells deployed against cancerous cell lines. In this paper, the authors wanted to see whether this kind of cancer-killing improvement would have similar effects when deployed against not just cancer cell lines but solid human tumor fragments -- a more challenging proposition. The group treated T cells with fenofibrate, and the hypothesis held: Dr. Ertl's team watched the T cells treated with fenofibrate survive longer and kill more cancer in preclinical models with human solid tumor masses than the T cells that didn't receive the treatment. ""Treating T cells with fenofibrate before using them as a cancer treatment flips a switch of sorts in their metabolism,"" said Dr. Hildegund Ertl. ""Once that switch is flipped, T cells can destroy the cancer much more effectively. And we've confirmed that this holds for larger human tumor masses."" As a result of these findings, Dr. Ertl and her team think this intervention shows great promise for future anti-tumor therapies. ""Melanoma is the most dangerous form of skin cancer. Anything we can do to chip away at the cancer and destroy more of it -- even a simple pre-treatment step like this one -- can make a world of difference."" Study finds cell-based therapy to fight cancer Found this article helpful? Spread the word and support us!",2023-12-28T21:00:00.000+02:00,522,technology,3,True
Australia's first female astronaut braces for take off,"A mum-of-two is one step closer to being Australia's first female astronaut. $1/ (min cost $8) Login or signup to continue reading [Australian Space Agency](/story/8449301/) employee Katherine Bennell-Pegg announced she was halfway through her year-long training at the European Astronaut Centre in Germany. While other Australian women have trained to go to space, they've always done so under the flags of other countries. Ms Bennell-Beg and her family relocated to Europe for the intensive training process. More than 22,000 people applied to the coveted position in hopes of becoming an astronaut candidate. The job requires rigorous physical training, as well as a year of intensive study. ""I have always dreamed of being an astronaut,"" she said. ""When I was young, it was for the adventure but after more than a decade working in space it's now because I know the role it plays in tackling real-world problems."" The next six months are expected to include intense exercise, sea survival, studying space station robotic arm simulations and centrifuge training. ""We need to know the basics around medical procedures - not just in case something goes wrong, but because astronauts are basically medical guinea pigs,"" she told the [ Australian Space Agency](/story/8338233/). ""In space, as your body adapts to weightlessness any medical issues you may have on Earth - such as osteoporosis, or muscle degradation - are put on fast forward and we can support research on that."" The Adelaide-born astronaut candidate previously served as Director of Space Technology at the Australian Space Agency, and as part of the space robotics and automation team. In early December, Ms Bennell-Pegg travelled to the United States where she underwent specialised training with NASA in Houston and met with Australian Ambassador to the United States Kevin Rudd in Washington DC. ""I'm excited - not just for me - but for what my training and experience can unlock for Australian scientists, engineers and operators, and all the value that can bring,"" she said. Sign up for our newsletter to stay up to date. We care about the protection of your data. Read our [Privacy Policy](/privacy/).",2023-12-28T14:19:00.000+02:00,349,technology,3,True
Beyond Meat Founder and CEO: The wheels of history are on our side,"Preparing for change in a well-established, well-capitalized industry is not easy.
Such is the story for ticker symbol BYND, formally known as Beyond Meat (BYND) in supermarket aisles across the US.
While Beyond Meat's stock price has changed over the years, its CEO and founder Ethan Brown has not. The basketball-loving former fuel cell industry executive is focused on taking the company he founded in 2009 with his own savings to the next level.
“We believe the cycle of history is in our favor and we're going to turn it into long-term success,” Brown said on the latest episode of Yahoo Finance's Lead This Way (video above). ,
Beyond Meat CEO Ethan Brown spoke to Yahoo Finance about the plant-based business.
Beyond Meat burst onto investors' radar with a spectacular initial public offering on Nasdaq on May 5, 2019.
Investors gobbled up shares of a company they viewed as a leader in the emerging plant-based food movement. The company priced its IPO at $25 per share, opened for trading at $46 and then rose to $65.75 by the close. Profit at the closing bell: a delicious 163%.
Beyond Meat CEO Ethan Brown celebrates with guests after ringing the opening bell at Nasdaq MarketSite on May 2, 2019 in New York City. (Drew Angerer/Getty Images) (Drew Angerer via Getty Images)
From there, it was a whirlwind of activity for Beyond Meat and Brown, including big deals with global restaurant chains like Yum! The brand is planning expansion into the refrigerated food sections of retailers such as KFC and Dunkin' Donuts (YUM), Target (TGT) and overseas, and efforts are underway to expand manufacturing capacity and create new plant-based items. Are.
By July 2019, Beyond Meat shares reached a peak of $234.90 per share.
However, the COVID-19 pandemic hit the restaurant industry, and its financial impact sent people turning back to cheaper meat-based items at supermarkets. Beyond Meat's impressive momentum has stalled along with the rest of the plant-based food movement, including rival Impossible Foods.
Additionally, attacks from strong parties in the meat industry and media on the healthfulness of plant-based items have damaged Beyond Meat's standing with consumers. By November 2022, as losses hit cash flow, the company was forced to lay off 19% of its employees.
Then in November this year, Beyond Meat – which has cut prices to stimulate demand – said it would cut 19% of its non-production workforce after a lower-than-expected third quarter.
Third-quarter sales fell 8.7% from a year earlier to $75.3 million. The company lost $57.5 million based on adjusted operating profit.
“You know there's going to be resistance to change, and maybe early on we felt that when we first launched, and especially after the IPO,” Brown told Yahoo Finance several months before the latest round. “It was going to happen overnight.” Retrenchment. “This has clearly not been proven to be the case.”
Three leadership tips from Beyond Meat CEO Ethan Brown: surround yourself with great people, take a long-term view, and find your true north and stay the course.
“But the reason we started this company and the reason consumers are reaching out to a product is getting stronger day by day, whether it's the health aspect, whether it's climate, whether it's energy and Whether it's water use or animal welfare,” Brown added. , “All of those issues are becoming serious, and we have a solution that is available to anyone who wants it.”
Today, Beyond Meat's stock is trading at $8.95 per share – well below its staggering post-IPO high. According to comparative data from Yahoo Finance, the company has a market cap of $577.6 million, while Meat King Tyson (TSN) has a market cap of $18.46 billion.
“In terms of the reasons for the softening in the US, it's pretty much the same: consumers continue to shy away from the category for a number of reasons, including taste and perceived health benefits (or lack thereof),” said JPMorgan packaged foods analyst Kane. Are included.” Goldman said.
Goldman has given Beyond Meat shares an underweight rating, which is equivalent to a sell rating.
Yahoo Finance Executive Editor Brian Sozzi (left) chats with Beyond Meat Founder and CEO Ethan Brown (right) inside their new El Segundo, California headquarters about the path forward for the plant-based meat company. (Yahoo Finance)
Brown, meanwhile, is focused on dismissing the critics. Beyond Meat recently opened a massive 288,000-square-foot headquarters in a former aircraft hangar in El Segundo, California, just steps away from the headquarters of Barbie maker Mattel (MAT). The space is equipped with a state-of-the-art test kitchen and a typically open floor plan that could herald the next big thing in plant-based dining.
The new facility also features a McDonald's (MCD) themed test kitchen where the company focuses on cooking up potential new items for the Golden Arches.
The 6-foot-5 tall Brown has a corner office with his KPIs (key performance indicators) on the outside wall to encourage employee discussion. Brown often walks around the building to interact with staff with his trademark calm, welcoming atmosphere.
Brown acknowledged that the road ahead won't be easy and he's not in the mindset to consider the business path forward yet at this point. But he will not shy away from his personal mission to do good for the planet by leading with heart and passion.
“I want to see [my mission] Until completion,” Brown said. ''I think it would be something [that] When it's all said and done, I'll look back. But I'm in a fight right now, so it's hard to watch.”
brian sozzi is the executive editor of Yahoo Finance. Follow Sozy on Twitter/x
@bryansozzi and on Linkedin, Tips on deals, mergers, active positions or anything else? Email [[email protected]](/cdn-cgi/l/email-protection).
Click here for in-depth analysis including the latest stock market news and stock movement events
Read the latest financial and business news from Yahoo Finance
Source: www.bing.com",2023-12-28T23:12:00.000+02:00,979,business,6,True
Sustainable forest management yields positive results in 2023: govt,"""A number of indicators show that the performance of sustainable forest management in 2023 exceeded the target,"" acting director general of sustainable forest management (PHL) at the Ministry of Environment and Forestry (KLHK), Agus Justianto, said in a statement, which was received here on Thursday.
Besides the productivity of forest areas, which showed positive results, the accelerated implementation of the multi-forestry business model in forest utilization business licensing (PBPH) also helped make forest management increasingly inclusive by involving the community.
Justianto informed that in 2023, planting and enrichment of plants was carried out on 667,780 hectares of the PBPH area. The figure was 156 percent above the target of 428 thousand hectares.
He further disclosed that log production reached 58.13 million cubic meters, or 101.9 percent of the target of 57 million cubic meters.
""Most log production comes from plantation forests, 89.01 percent. Meanwhile, from natural forests 7.37 percent, from BUMN Perhutani 1.59 percent, and from non-forestry 2.03 (percent),"" he added.
Logs are used as raw materials by the forest products processing industry and turned into various products such as woodworking products, plywood, wood chips, wood panels, and even pulp.
Justianto said that besides timber, the production of non-timber forest products such as rattan, agarwood, latex, and bamboo also increased, with production in 2023 reaching 820.2 thousand tons, or equivalent to 193 percent of the target of 425 thousand tons.
Forest management is now also becoming more inclusive by providing increasingly expanded community access.
According to Justianto, the provision of legal access in the form of forestry partnerships to PBPH was realized for 20,643 hectares of land in 2023, or 137.6 percent of the target of 15 thousand hectares.
""Forestry partnerships have been followed up with the signing of an MoU and Cooperation Agreement Text (NKK) between the community and PBPH,"" he said.
He further said that efforts to involve the community in forest management through forestry partnerships are in accordance with the policy to encourage multi-forestry businesses (MUK), where PBPH is not only oriented toward timber products, but also non-timber forest products.
""Implementation of MUK is necessary because it can increase the real economic value of forest areas and increase forest area productivity by encouraging the process of downstream product diversification,"" he explained.
This year, MUK implementation was carried out on 14,078 hectares of PBPH areas located in seven provinces and 28,203 hectares in 12 Perhutani Forest Management Units (KPH), with multi-forestry businesses following an agroforestry pattern.
Justianto added that the MUK model was also implemented in 64 KPH units spanning an area of 12,210 hectares in 14 provinces.
In the meantime, chairperson of the Indonesian Forest Concessionaires Association (APHI), Indroyono Soesilo, said that currently, the business climate is becoming increasingly positive, which is supporting the continued improvement in the performance of sustainable forest management.
""The policies implemented by the Ministry of Environment and Forestry increasingly encourage PBPH to perform well,"" he added.
Soesilo informed that in the future, PBPH will continue to support the ministry's sustainable forest management directions by accelerating the implementation of MUK and diversifying forest product industry products to advance the sustainability of forestry businesses.
Related news:
SVLK to ensure sustainable forest management: Deputy Minister
Related news:
Representatives from 14 countries learn peat management in Riau",2023-12-28T19:06:00.000+02:00,541,business,4,True
The Endangered Species Act turns 50 today. Here are some of Maine's biggest success stories | New Hampshire Public Radio,"The Endangered Species Act turns 50 today. Here are some of Maine's biggest success stories Fifty years ago, on December 28, 1973, President Richard Nixon signed the Endangered Species Act into law. Since then, some high-profile Maine species have received protection under the act. There have been some conspicuous successes, but some species face increasing threats from the effects of climate change. When Mark McCollough started studying bald eagles in 1981, they were federally protected, and Maine only had about 70 pairs left. “They were the last eagles in New England,"" he said. ""So conserving and preserving this small population that was mostly lived Down East along the coast was so important if we were ever going to restore eagles back to the Northeast.” McCollough recently retired after working for more than 30 years as an endangered species wildlife biologist for both the state and federal government. In that time, he has seen the eagles rebound to a population of more than 700 nesting pairs in Maine, and witnessed a recovery sufficient to have them delisted, in 2007. When the Endangered Species Act, or ESA, was signed into law in 1973, there were no peregrine falcons nesting east of the Mississippi, and they were among the first to be listed for protection. “But now we have several dozen pairs of peregrines nesting in most of our larger cities on bridges, on buildings, on cliffs out in the forest,"" McCollough said. ""So they’ve largely recovered their populations here in Maine.” Other Maine species face a more difficult climb. Canada lynx, Atlantic salmon and piping plovers are still protected under the act. The plovers are rebounding following conservation measures, their population increasing tenfold from a low of about a dozen pairs, while lynx and salmon still face many challenges. Meanwhile, climate change threatens all three species, and many others, says Maine Audubon policy advocate Francesca Gundrum. “We need to talk about the biodiversity crisis in tandem with the climate crisis, as we are seeing steep declines in Maine, too, of some species that were once abundant at the population level,"" she said, ""We’re seeing large-scale changes.” Gundrum says the ESA is an appropriate tool to protect wildlife from challenges posed by climate, and other risks. But she says it and other pioneering legislation of the 1970s, such as the Clean Air Act, and the Clean Water Act, are constantly being targeted by forces in Congress that want to see them weakened. “What we’re advocating for as the state’s largest and oldest wildlife conservation organization, is to keep the ESA strong, to keep it intact, to keep it well-funded, all of the above,"" Gundrum said. And the ESA has generated plenty of controversy over the years. Maine’s entire congressional delegation and then-Gov. Angus King strongly opposed the listing of Atlantic salmon in 2000. More recently, tensions have flared between federal regulators and Maine lobstermen over regulations designed to protect the endangered North Atlantic right whale. And in July, U.S. Rep. Jared Golden of Maine's 2nd District voted to strip ESA protections for the northern long-eared bat — an effort vetoed by President Joe Biden. McCollough says the ESA has been controversial since the get-go, citing the impact of a rare flower on a dam proposed for the St. John River more than 40 years ago. “The Dickey-Lincoln dam would have flooded its habitat, but that went to the federal courts, and was a hard-fought battle by environmentalists,"" he said. ""And Congress ended up decommissioning the plans for that dam, primarily because of the endangered species status of the Furbish’s lousewort.” But he and other advocates of the ESA say that in most cases, it has accommodated both the needs of plants and wildlife and the demands of humans.",2023-12-29T00:35:00.000+02:00,625,technology,4,True
Beyond Meat Founder and CEO: The wheels of history are on our side,"Preparing for change in a well-established, well-capitalized industry is not easy.
Such is the story for ticker symbol BYND, formally known as Beyond Meat (BYND) in supermarket aisles across the US.
While Beyond Meat's stock price has changed over the years, its CEO and founder Ethan Brown has not. The basketball-loving former fuel cell industry executive is focused on taking the company he founded in 2009 with his own savings to the next level.
“We believe the cycle of history is in our favor and we're going to turn it into long-term success,” Brown said on the latest episode of Yahoo Finance's Lead This Way (video above). ,
Beyond Meat CEO Ethan Brown spoke to Yahoo Finance about the plant-based business.
Beyond Meat burst onto investors' radar with a spectacular initial public offering on Nasdaq on May 5, 2019.
Investors gobbled up shares of a company they viewed as a leader in the emerging plant-based food movement. The company priced its IPO at $25 per share, opened for trading at $46 and then rose to $65.75 by the close. Profit at the closing bell: a delicious 163%.
Beyond Meat CEO Ethan Brown celebrates with guests after ringing the opening bell at Nasdaq MarketSite on May 2, 2019 in New York City. (Drew Angerer/Getty Images) (Drew Angerer via Getty Images)
From there, it was a whirlwind of activity for Beyond Meat and Brown, including big deals with global restaurant chains like Yum! The brand is planning expansion into the refrigerated food sections of retailers such as KFC and Dunkin' Donuts (YUM), Target (TGT) and overseas, and efforts are underway to expand manufacturing capacity and create new plant-based items. Are.
By July 2019, Beyond Meat shares reached a peak of $234.90 per share.
However, the COVID-19 pandemic hit the restaurant industry, and its financial impact sent people turning back to cheaper meat-based items at supermarkets. Beyond Meat's impressive momentum has stalled along with the rest of the plant-based food movement, including rival Impossible Foods.
Additionally, attacks from strong parties in the meat industry and media on the healthfulness of plant-based items have damaged Beyond Meat's standing with consumers. By November 2022, as losses hit cash flow, the company was forced to lay off 19% of its employees.
Then in November this year, Beyond Meat – which has cut prices to stimulate demand – said it would cut 19% of its non-production workforce after a lower-than-expected third quarter.
Third-quarter sales fell 8.7% from a year earlier to $75.3 million. The company lost $57.5 million based on adjusted operating profit.
“You know there's going to be resistance to change, and maybe early on we felt that when we first launched, and especially after the IPO,” Brown told Yahoo Finance several months before the latest round. “It was going to happen overnight.” Retrenchment. “This has clearly not been proven to be the case.”
Three leadership tips from Beyond Meat CEO Ethan Brown: surround yourself with great people, take a long-term view, and find your true north and stay the course.
“But the reason we started this company and the reason consumers are reaching out to a product is getting stronger day by day, whether it's the health aspect, whether it's climate, whether it's energy and Whether it's water use or animal welfare,” Brown added. , “All of those issues are becoming serious, and we have a solution that is available to anyone who wants it.”
Today, Beyond Meat's stock is trading at $8.95 per share – well below its staggering post-IPO high. According to comparative data from Yahoo Finance, the company has a market cap of $577.6 million, while Meat King Tyson (TSN) has a market cap of $18.46 billion.
“In terms of the reasons for the softening in the US, it's pretty much the same: consumers continue to shy away from the category for a number of reasons, including taste and perceived health benefits (or lack thereof),” said JPMorgan packaged foods analyst Kane. Are included.” Goldman said.
Goldman has given Beyond Meat shares an underweight rating, which is equivalent to a sell rating.
Yahoo Finance Executive Editor Brian Sozzi (left) chats with Beyond Meat Founder and CEO Ethan Brown (right) inside their new El Segundo, California headquarters about the path forward for the plant-based meat company. (Yahoo Finance)
Brown, meanwhile, is focused on dismissing the critics. Beyond Meat recently opened a massive 288,000-square-foot headquarters in a former aircraft hangar in El Segundo, California, just steps away from the headquarters of Barbie maker Mattel (MAT). The space is equipped with a state-of-the-art test kitchen and a typically open floor plan that could herald the next big thing in plant-based dining.
The new facility also features a McDonald's (MCD) themed test kitchen where the company focuses on cooking up potential new items for the Golden Arches.
The 6-foot-5 tall Brown has a corner office with his KPIs (key performance indicators) on the outside wall to encourage employee discussion. Brown often walks around the building to interact with staff with his trademark calm, welcoming atmosphere.
Brown acknowledged that the road ahead won't be easy and he's not in the mindset to consider the business path forward yet at this point. But he will not shy away from his personal mission to do good for the planet by leading with heart and passion.
“I want to see [my mission] Until completion,” Brown said. ''I think it would be something [that] When it's all said and done, I'll look back. But I'm in a fight right now, so it's hard to watch.”
brian sozzi is the executive editor of Yahoo Finance. Follow Sozy on Twitter/x
@bryansozzi and on Linkedin, Tips on deals, mergers, active positions or anything else? Email [[email protected]](/cdn-cgi/l/email-protection).
Click here for in-depth analysis including the latest stock market news and stock movement events
Read the latest financial and business news from Yahoo Finance
Source: ca.finance.yahoo.com",2023-12-28T23:13:00.000+02:00,979,business,6,True
"Affirm's Stock Surges After Buy Now, Pay Later Boom","Affirm reportedly logged a 430% [increase](https://www.cnbc.com/2023/12/28/affirms-stock-quintupled-this-year-beating-all-tech-peers.html) in its 2023 shares, outperforming big technology companies valued at $5 billion or more. Last year, the company ended 2022 in a challenging position after the stocks took a 90% plunge. With the help of buy now, pay later adoption and strategic partnerships. The company is set to make bigger leaps in the upcoming months. Read Also: [Walmart Implements Sensory-Friendly Shopping Hours](https://www.itechpost.com/articles/119975/20231130/walmart-implements-sensory-friendly-shopping-hours.htm) Affirm Outperforms Big Tech in 2023 A CNBC report detailed that Affirm succeeded due to the booming trend of BNPL offerings. For 2023, more retailers have signed up with Affirm, making it possible for consumers to enjoy a different payment option. In November, the company got a big boost during Cyber Monday as part of its expanded partnership with Amazon. Shoppers who opt for the BNPL service can split the cost of their purchase into four or more installments, which can be paid within three months to one year. One of the major selling points of Affirm is that the purchase does not accrue compounding interest. Money lenders are known for making money from interest payments, and higher interest rates are a pain for customers. Affirm's Finds Success Affirm was founded in 2012 by Paypay co-creator Max Levchin. The company is not alone in the BNPL service as it competes with Klarna, Block's Afterpay, and Zip. Regardless, shoppers have put their trust in Affirm, as evidenced by the company's skyrocketing sales. According to the company, their BNPL service is currently used by 16.9 million customers and has more than 266,000 merchant partners. With this, reports revealed that the company is seeking an international expansion. During its investor day last month, the company announced its plans to launch a spending account directly connected to its debit card, allowing ATM access and direct deposit. ""We get more data. We underwrite more transactions. We meet more people,"" an Affirm spokesperson promised. Related Article: [Walmart Expands Buy Now, Pay Later to Cater Peak Holiday Shopping](https://www.itechpost.com/articles/120271/20231212/walmart-expands-buy-now-pay-later-cater-peak-holiday-shopping.htm)",2023-12-29T03:23:00.000+02:00,329,business,5,True
